Año,Id Línea,Nombre Línea,Inversión,Inversión,Presupuesto Gasto,Gasto Real
2017,X03,Protección y promoción social,CENTRO DE MAYORES TIERNO GALVÁN. MOBILIARIO Y ENSERES,,15515.44,15515.44
2017,X03,Protección y promoción social,CENTRO DE MAYORES MONSEÑOR OSCAR ROMERO. MOBILIARIO Y ENSERES,,5204.86,5204.86
2017,X03,Protección y promoción social,CENTRO DE MAYORES FRANCISCO DE GOYA. MOBILIARIO Y ENSERES,,7375.16,7375.16
2017,X03,Protección y promoción social,EQUIPAMIENTO CENTRO SERVICIOS SOCIALES PLAZA ELÍPTICA,,1123.16,1123.16
2017,X03,Protección y promoción social,CENTRO DE MAYORES SAN VICENTE DE PAÚL. MOBILIARIO Y ENSERES,,8806.35,8806.35
2017,X03,Protección y promoción social,EQUIPAMIENTO CENTROS DE SERVICIOS SOCIALES DISTRITO CARABANCHEL,,12389.94,
2017,X03,Protección y promoción social,EQUIPAMIENTO CENTRO SERVICIOS SOCIALES ZAIDA,,6215.32,6215.32
2017,X03,Protección y promoción social,CENTRO DE MAYORES ROGER DE FLOR. MOBILIARIO Y ENSERES,,3427.18,3427.18
2017,X03,Protección y promoción social,"IFS-CENTRO DE ALZHEIMER TEMPRANO C/GRAL. RICARDOS, 14. ADAPTACIÓN A NORMATIVA ELÉCTRICA",,25000.0,
2017,X03,Protección y promoción social,CENTROS DE MAYORES DISTRITO CARABANCHEL. MOBILIARIO Y ENSERES,,8171.01,
2017,X03,Protección y promoción social,"IFS-ESPACIO DE IGUALDAD MARÍA DE MAEZTU C/COMANDANTE FONTANES, 8. MEJORAS",,150000.0,
2017,X09,Medio ambiente,,,2573321.27,529425.66
2017,X09,Medio ambiente,"HUERTOS URBANOS EN PARQUES, JARDINES Y SOLARES ABANDONADOS DE CARABANCHEL (ID: 1511)",,25000.0,
2017,X09,Medio ambiente,NUEVOS PUNTOS LIMPIOS DE PROXIMIDAD DISTRITO CARABANCHEL. ADAPTACIÓN (ID: 4887),,24782.2,24782.2
2017,X09,Medio ambiente,IFS-MEDIANA NTRA.SRA.DE LA VALVANERA Y PLAZA CENTRAL COLONIA LOYOLA. ACONDICIONAMIENTO,,516000.0,
2017,X09,Medio ambiente,PARQUE SAN ISIDRO. REHABILITACIÓN (ID: 3837),,51000.0,29457.99
2017,X09,Medio ambiente,INSTALACIÓN APARCABICIS EN CALZADA DISTRITO CARABANCHEL (I.D.: 5038),,10761.62,
2017,X09,Medio ambiente,CENTRO DEPORTIVO ANTIGUO CANÓDROMO. PANELES SOLARES Y REFORMA ELÉCTRICA,,10000.0,
2017,X09,Medio ambiente,FUENTES DE AGUA POTABLE EN EL DISTRITO DE CARABANCHEL. INSTALACIÓN (ID: 558),,181.06,
2017,X09,Medio ambiente,HUERTO URBANO EN BARRIO 0PAÑEL EN COLINDANCIA CON COMILLAS,,73000.0,
2017,X09,Medio ambiente,CENTRO SOCIOCULTURAL GARCÍA LORCA. PANELES SOLARES Y REFORMA ELÉCTRICA (ID: 3556),,20000.0,
2017,X09,Medio ambiente,"ZONA VERDE ENTRE LAS CALLES BLASA PEREZ, ALGORTA Y GENERAL RICARDOS. ACONDICIONAMIENTO",,34317.79,34317.79
2017,X09,Medio ambiente,IFS-REMODELACIÓN PARQUE EMPERATRIZ MARÍA DE AUSTRIA,,1184862.0,
2017,X09,Medio ambiente,"IFS-ZONA VERDE ENTRE LAS CALLES BLASA PEREZ, ALGORTA Y GENERAL RICARDOS. ACONDICIONAMIENTO",,382904.03,382903.72
2017,X09,Medio ambiente,INSTALACIÓN APARCABICIS PROXIMIDAD CENTROS EDUCATIVOS CARABANCHEL (I.D. 3781),,6456.97,
2017,X09,Medio ambiente,IFS-HUERTO URBANO EN BARRIO 0PAÑEL EN COLINDANCIA CON COMILLAS,,35400.0,29317.21
2017,X09,Medio ambiente,PARQUE SAN ISIDRO. REMODELACIÓN,,178655.6,21386.75
2017,X09,Medio ambiente,NUEVAS ZONAS VERDES Y PARQUES EN EL DISTRITO DE CARABANCHEL (ID: 189),,20000.0,7260.0
2017,X08,Mantenimiento urbano,,,2695907.98,270610.49
2017,X08,Mantenimiento urbano,PAVIMENTACIÓN ACERAS BARRIOS EN DISTRITO CARABANCHEL. FASE I,,48144.34,42171.47
2017,X08,Mantenimiento urbano,MOBILIARIO AREA MAYORES DISTRITO CARABANCHEL. INSTALACIÓN,,36798.14,36797.88
2017,X08,Mantenimiento urbano,IFS-ASFALTADO CALLES DETERIORADAS  DISTRITO DE CARABANCHEL (ID: 4948),,635000.0,3341.1
2017,X08,Mantenimiento urbano,IFS-VIAL CAMINO ALTO DE SAN ISIDRO. SEGURIDAD Y ACCESIBILIDAD,,247000.0,
2017,X08,Mantenimiento urbano,VIAL CAMINO ALTO DE SAN ISIDRO. ADECUACIÓN CONDICIONES DE SEGURIDAD Y ACCESIBILIDAD,,247000.0,
2017,X08,Mantenimiento urbano,"PAPELERAS EN EL PINAR DE SAN JOSÉ,CARABANCHEL. INSTALACIÓN (ID: 240)",,10000.0,
2017,X08,Mantenimiento urbano,IFS-ACERAS Y CALLES DEL DISTRITO DE CARABANCHEL. ACONDICIONAMIENTO (ID: 4932),,250000.0,
2017,X08,Mantenimiento urbano,MOBILIARIO URBANO EN ÁREAS INFANTILES DISTRITO CARABANCHEL,,63602.05,63602.05
2017,X08,Mantenimiento urbano,"CANTÓN LIMPIEZA C/ MARÍA ODIAGA, 1. OBRAS REGLAMENTO ELECTROTÉCNICO DE BAJA TENSIÓN",,112611.15,102208.98
2017,X08,Mantenimiento urbano,PAVIMENTACIÓN CALZADAS BARRIOS EN DISTRITO CARABANCHEL. FASE I,,19725.25,18554.84
2017,X08,Mantenimiento urbano,HIDRANTES DISTRITO CARABANCHEL. INSTALACIÓN,,3934.17,3934.17
2017,X08,Mantenimiento urbano,MICRO-INSTALACIONES DEPORTIVAS EN PARQUES DISTRITO DE CARABANCHEL (ID: 540),,17444.09,
2017,X08,Mantenimiento urbano,"NUEVAS PAPELERAS EN CALLES, PARQUES Y PLAZAS DE CARABANCHEL.INSTALACIÓN(ID: 4046)",,60000.0,
2017,X08,Mantenimiento urbano,MEJORA SEGURIDAD VIAL EN EL PAU DE CARABANCHEL Y SU ENTORNO,,898946.0,
2017,X08,Mantenimiento urbano,RENOVACIÓN MOBILIARIO EN ÁREAS INFANTILES DISTRITO CARABANCHEL,,45702.79,
2017,X10,Cultura,,,699548.36,333985.63
2017,X10,Cultura,CENTRO SOCIOCULTURAL GARCÍA LORCA. OBRAS DE REFORMA,,68548.36,66532.98
2017,X10,Cultura,CENTROS CULTURALES DISTRITO CARABANCHEL. PANTALLAS PORTÁTILES,,15595.22,15595.22
2017,X10,Cultura,"IFS-EDIFICIO ANEXO A LA BIBLIOTECA ""LA CHATA"". OBRAS DE ACONDICIONAMIENTO INTERIOR",,350000.0,
2017,X10,Cultura,CENTRO SOCIOCULTURAL BLASCO IBÁÑEZ. OBRAS DE REFORMA,,153822.95,150344.87
2017,X10,Cultura,CENTROS CULTURALES DISTRITO CARABANCHEL. EQUIPOS DE SONIDO Y AUDIOVISUALES,,10069.27,
2017,X10,Cultura,CENTROS CULTURALES DISTRITO DE CARABANCHEL. REPOSICIÓN DE BIENES,,335.51,335.51
2017,X10,Cultura,AUDITORIO LA PESETA. OBRAS DE REFORMA,,101177.05,101177.05
2017,X11,"Deportes, juventud y esparcimiento",,,5612503.6,1574064.76
2017,X11,"Deportes, juventud y esparcimiento","IFS-CENTRO DEPORTIVO ""ANTIGUO CANÓDROMO"". SUBSANACIÓN DE PATOLOGÍAS",,588513.99,588513.98
2017,X11,"Deportes, juventud y esparcimiento","CENTRO DEPORTIVO ""ANTIGUO CANÓDROMO"". SUBSANACIÓN DE PATOLOGÍAS",,75000.0,67624.31
2017,X11,"Deportes, juventud y esparcimiento",CENTRO DEPORTIVO LA MINA. TAQUILLAS Y TORNOS,,50000.0,4861.88
2017,X11,"Deportes, juventud y esparcimiento",CENTRO DEPORTIVO LA MINA. SUBSANACIÓN PATOLOGÍAS VASOS DE PISCINA Y PLAYAS EXTERIORES,,1817.53,1817.53
2017,X11,"Deportes, juventud y esparcimiento",DEPORTIVO BÁSICO MARÍA DE AUSTRIA. OBRAS DE ACONDICIONAMIENTO,,60491.61,60451.24
2017,X11,"Deportes, juventud y esparcimiento",DEPORTIVO BÁSICO COMILLAS. OBRAS DE REFORMA,,41184.83,41177.93
2017,X11,"Deportes, juventud y esparcimiento",IFS-CENTRO DEPORTIVO LA MINA. OBRAS DE REFORMA PABELLÓN DE SQUASH,,350000.0,
2017,X11,"Deportes, juventud y esparcimiento",INSTALACION DEPORTIVA BASICA VIA LUSITANA.ADECUACIÓN CESPED ARTIFICIAL(ID: 3410),,997133.5,105424.76
2017,X11,"Deportes, juventud y esparcimiento",DEPORTIVOS BÁSICOS DISTRITO CARABANCHEL. OBRAS DE MEJORA,,124.4,
2017,X11,"Deportes, juventud y esparcimiento",DEPORTIVO BÁSICO SAN MARTÍN DE PORRES. MEJORA ALUMBRADO,,25927.05,25927.05
2017,X11,"Deportes, juventud y esparcimiento",OBRAS DE CONSERVACIÓN INSTALACIONES DEPORTIVAS DISTRITO DE CARABANCHEL,,280000.0,
2017,X11,"Deportes, juventud y esparcimiento",CENTRO DEPORTIVO LA MINA. ADECUACIÓN ACCESIBILIDAD PISCINA CUBIERTA,,85768.5,49057.9
2017,X11,"Deportes, juventud y esparcimiento",DEPORTIVO BÁSICO PIEDRAHITA. OBRAS DE REFORMA,,60272.11,60060.06
2017,X11,"Deportes, juventud y esparcimiento",IFS-CENTRO SOCIOCULTURAL OPORTO. ACONDICIONAMIENTO SALÓN DE ACTOS Y CUBIERTAS,,500000.0,
2017,X11,"Deportes, juventud y esparcimiento",IFS-DEPORTIVO LA MINA. MEJORA CLIMATIZACIÓN Y ACCESIBILIDAD EN PABELLÓN POLIDEPORTIVO,,242000.0,241999.86
2017,X11,"Deportes, juventud y esparcimiento",DEPORTIVO BÁSICO VÍA LUSITANA. ADOPCIÓN MEDIDAS DE SEGURIDAD,,5035.56,5035.56
2017,X11,"Deportes, juventud y esparcimiento","CENTRO DEPORTIVO  LA MINA. REFORMA VESTUARIOS, CLIMATIZACIÓN PABELLÓN POLIDEPORTIVO Y ACCESIBILIDAD",,14547.9,14547.9
2017,X11,"Deportes, juventud y esparcimiento",EQUIPAMIENTO CENTRO JUVENIL CARABANCHEL ALTO,,6751.82,6751.82
2017,X11,"Deportes, juventud y esparcimiento",CENTRO DEPORTIVO ANTIGUO CANÓDROMO. CONSOLIDACIÓN SANEAMIENTO Y OTRAS,,350000.0,242878.18
2017,X11,"Deportes, juventud y esparcimiento",DEPORTIVO BÁSICO PARQUE COMILLAS. REHABILITACIÓN,,57934.8,57934.8
2017,X11,"Deportes, juventud y esparcimiento",IFS-CENTRO DEPORTIVO LA MINA. SUBSANACIÓN PATOLOGÍAS VASOS DE PISCINA Y PLAYAS EXTERIORES,,1820000.0,
2017,X01,Protección Civil y seguridad ciudadana,,,139.34,139.34
2017,X01,Protección Civil y seguridad ciudadana,UNIDAD INTEGRAL POLICÍA MUNICIPAL CARABANCHEL. INSTALACIONES,,139.34,139.34
2017,X00,Inversiones de carácter general,,,518099.77,156053.03
2017,X00,Inversiones de carácter general,EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DISTRITO CARABANCHEL,,3280.0,2188.9
2017,X00,Inversiones de carácter general,SISTEMA INTEGRAL GRABACIÓN Y REPRODUCCIÓN SESIONES PLENARIAS DISTRITO CARABANCHEL,,4819.77,4819.77
2017,X00,Inversiones de carácter general,OBRAS DE CONSERVACIÓN EDIFICIOS DISTRITO DE CARABANCHEL,,180000.0,
2017,X00,Inversiones de carácter general,"EDIFICIO DOTACIONAL C/EDUARDO MORALES, 28. CONSTRUCCIÓN",,180000.0,
2017,X00,Inversiones de carácter general,IFS-EDIFICIO SEDE DISTRITO DE CARABANCHEL. REPARACIÓN DE RED DE SANEAMIENTO Y PATIO,,150000.0,149044.36
2017,X14,Sectores productivos,,,68007.03,7507.03
2017,X14,Sectores productivos,IFS-VIVERO DE EMPRESAS DE CARABANCHEL. INSTALACIÓN LÍNEA DE VIDA Y SUSTITUCIÓN VENTANALES,,60500.0,
2017,X14,Sectores productivos,EQUIPAMIENTO ESPACIOS EMPRENDIMIENTO COWORKING EN DISTRITO CARABANCHEL,,7507.03,7507.03
2017,X06,Urbanismo,,,10865517.98,9597193.64
2017,X06,Urbanismo,"ADQUISICIÓN DE SUELO C/ VÍA LUSITANA, 21",,4604061.0,4394785.5
2017,X06,Urbanismo,FINCA VISTA ALEGRE. OBRAS DE REMODELACIÓN,,500000.0,
2017,X06,Urbanismo,"C/ ESPINAR, 50. OBRAS DE URBANIZACIÓN",,10431.89,10428.82
2017,X06,Urbanismo,"ADQUISICIÓN SUELO AV. CARABANCHEL ALTO, 52",,775.59,775.59
2017,X06,Urbanismo,U.E. 4 CALLEJON DE LA CURRUCA (APE 11.07 CASCO HISTÓRICO CARABANCHEL). URBANIZACIÓN,,202258.0,97956.24
2017,X06,Urbanismo,ADQUISICIÓN SUELO CAMINO DE LOS INGENIEROS C/V. C/JUAN ALONSO,,4901597.46,4792715.94
2017,X06,Urbanismo,ADQUISICIÓN DE SUELO PARA CONEXIÓN CN-V Y CN-401. VIARIO,,92284.06,
2017,X06,Urbanismo,ADQUISICIÓN SUELO CAMINO ALTO DE SAN ISIDRO OESTE API 11.17,,70657.67,
2017,X06,Urbanismo,ADECUACIÓN VIALES Y ACCESIBILIDAD EN DISTRITO CARABANCHEL,,61929.42,48006.08
2017,X06,Urbanismo,"DESALOJO, APEO Y ACONDICIONAMIENTO DE EDIFICACIONES EN AV. CARABANCHEL ALTO, 52",,48923.63,
2017,X06,Urbanismo,CONEXIÓN DE LA CALLE FAVILA CON TEJARES,,60000.0,20187.42
2017,X06,Urbanismo,ADQUISICIÓN DE SUELO EN EL PARQUE EMPERATRIZ MARÍA DE AUSTRIA,,45936.5,45936.5
2017,X06,Urbanismo,C/ FALCINELO C/V A CALLE MARIA MARTINEZ. OBRAS DE URBANIZACIÓN,,50000.0,
2017,X06,Urbanismo,"ADQUISICIÓN SUELO AV. CARABANCHEL ALTO, 52. EQUIPAMIENTO",,2985.07,2976.65
2017,X06,Urbanismo,"C/ EL ESPINAR, 56. OBRAS DE URBANIZACIÓN",,8677.69,5800.75
2017,X06,Urbanismo,"C/ ZAIDA, JOSE Mª PEMÁN Y ELVIRA BARRIOS API 11.09 CARABANCHEL. URBANIZACIÓN",,205000.0,177624.15
2017,X05,Educación,,,1548288.97,1341963.69
2017,X05,Educación,COLEGIO PÚBLICO GONZALO DE BERCEO II. OBRAS DE REFORMA Y MEJORA ACCESIBILIDAD,,208985.57,206814.71
2017,X05,Educación,COLEGIO PÚBLICO ISAAC PERAL CARABANCHEL. REPARACIÓN Y MANTENIMIENTO (ID: 5084),,110000.0,109996.07
2017,X05,Educación,COLEGIO PÚBLICO HAITÍ. ADECUACIÓN DE CALDERAS,,111729.76,104775.09
2017,X05,Educación,EQUIPAMIENTO ESCUELA INFANTIL LAS AMAPOLAS,,2928.53,2928.53
2017,X05,Educación,COLEGIO PÚBLICO GONZALO DE BERCEO I. OBRAS DE REFORMA Y MEJORA ACCESIBILIDAD,,176014.43,160857.91
2017,X05,Educación,COLEGIO PÚBLICO LOPE DE VEGA. REFORMA DE PATIOS,,266000.0,264350.72
2017,X05,Educación,COLEGIO PÚBLICO PERÚ. REFORMA DEL SANEAMIENTO,,82000.0,81726.87
2017,X05,Educación,COLEGIO PÚBLICO ISAAC PERAL. ADECUACIÓN DE CALDERAS,,94776.12,92189.88
2017,X05,Educación,COLEGIO PÚBLICO PERÚ. REFORMA DE PATIOS,,266000.0,239609.7
2017,X05,Educación,EQUIPAMIENTO ESCUELA DE MÚSICA ISAAC ALBÉNIZ,,6360.44,6360.44
2017,X05,Educación,OBRAS DE CONSERVACIÓN CENTROS DOCENTES DE ENSEÑANZA DISTRITO CARABANCHEL,,150000.0,
2017,X05,Educación,COLEGIO PÚBLICO CAPITÁN CORTÉS. ADECUACIÓN DE CALDERAS,,73494.12,72353.77
2017,X04,Salud pública,,,14392.02,14041.87
2017,X04,Salud pública,"CENTRO MADRID SALUD DE CARABANCHEL, C/ EUGENIA DE MONTIJO, 90. OBRAS DE REFORMA",,13092.02,13092.02
2017,X04,Salud pública,EQUIPAMIENTO SERVICIOS SALUBRIDAD PÚBLICA DISTRITO CARABANCHEL,,1300.0,949.85
2018,X12,Otros bienes públicos de carácter social,,,1096817.1,1079420.45
2018,X12,Otros bienes públicos de carácter social,EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID DISTRITO CARABANCHEL,,18015.63,18015.63
2018,X12,Otros bienes públicos de carácter social,"IFS-LOCAL EN C/EDUARDO MORALES, 28. REFORMA PARA OFICINA DE LÍNEA MADRID",,1070801.47,1053406.72
2018,X12,Otros bienes públicos de carácter social,OFICINA ATENCIÓN AL CIUDADANO DE CARABANCHEL. SEÑALIZACIÓN,,8000.0,7998.1
2018,X07,Infraestructuras,,,48990.0,
2018,X07,Infraestructuras,VÍA CICLISTA AV. DE OPORTO - EUGENIA DE MONTIJO. CONSTRUCCIÓN,,48990.0,
2018,X03,Protección y promoción social,,,448159.85,419080.55
2018,X03,Protección y promoción social,IFS-CENTRO DE ALZHEIMER GENERAL RICARDOS. ADECUACIÓN INSTALACIONES DE CLIMATIZACIÓN,,11000.0,5054.05
2018,X03,Protección y promoción social,EQUIPAMIENTO NUEVO ESPACIO DE IGUADAD MARÍA DE MAEZTU,,5764.4,
2018,X03,Protección y promoción social,CENTRO DE ALZHEIMER DOCTOR SALGADO ALBA. SEÑALIZACIÓN,,400.0,229.89
2018,X03,Protección y promoción social,IFS-CENTRO DE ALZHEIMER DOCTOR SALGADO ALBA. ADECUACIÓN PLAN DE AUTOPROTECCIÓN,,15000.0,
2018,X03,Protección y promoción social,"IFS-ESPACIO DE IGUALDAD MARÍA DE MAEZTU C/COMANDANTE FONTANES, 8. MEJORAS",,149895.45,147708.11
2018,X03,Protección y promoción social,IFS-CENTRO DE DÍA Y MAYORES FRANCISCO DE GOYA. CLIMATIZACIÓN Y NORMATIVA CONTRA INCENDIOS,,266100.0,266088.5
2018,X09,Medio ambiente,,,1712964.36,1165730.0
2018,X09,Medio ambiente,IFS-MEDIANA NTRA.SRA.DE LA VALVANERA Y PLAZA CENTRAL COLONIA LOYOLA. ACONDICIONAMIENTO,,470227.0,323213.71
2018,X09,Medio ambiente,PARQUE SAN ISIDRO. REHABILITACIÓN (ID: 3837),,20700.0,20700.0
2018,X09,Medio ambiente,FUENTES DE AGUA POTABLE EN EL DISTRITO DE CARABANCHEL. INSTALACIÓN (ID: 558),,18957.82,
2018,X09,Medio ambiente,ACONDICIONAMIENTO PARCELAS PARA HUERTOS URBANOS DISTRITO CARABANCHEL,,4780.41,4780.4
2018,X09,Medio ambiente,IFS-PLAZA CANTORIA. ACONDICIONAMIENTO DE ZONA AJARDINADA,,50000.0,29867.8
2018,X09,Medio ambiente,IFS-ZONAS VERDES C/ GUITARRA Y WITERICO DISTRITO CARABANCHEL. ACONDICIONAMIENTO,,16940.0,16940.0
2018,X09,Medio ambiente,IFS-REMODELACIÓN PARQUE EMPERATRIZ MARÍA DE AUSTRIA,,1080418.13,719287.09
2018,X09,Medio ambiente,PARQUE SUR. IMPLANTACIÓN DE MICROHÁBITAT PARA EL FOMENTO DE LA BIODIVERSIDAD,,50941.0,50941.0
2018,X08,Mantenimiento urbano,,,1893519.0,456383.08
2018,X08,Mantenimiento urbano,PAVIMENTACIÓN ACERAS BARRIOS EN DISTRITO CARABANCHEL. FASE I,,5972.87,5972.87
2018,X08,Mantenimiento urbano,IFS-ASFALTADO CALLES DETERIORADAS  DISTRITO DE CARABANCHEL (ID: 4948),,631251.36,389482.08
2018,X08,Mantenimiento urbano,IFS-VIAL CAMINO ALTO DE SAN ISIDRO. SEGURIDAD Y ACCESIBILIDAD,,247000.0,
2018,X08,Mantenimiento urbano,"IFS-CANTÓN DE LIMPIEZA C/ MARÍA ODIAGA, 1. OBRAS DE REFORMA",,60000.0,59926.36
2018,X08,Mantenimiento urbano,IFS-ACERAS Y CALLES DEL DISTRITO DE CARABANCHEL. ACONDICIONAMIENTO (ID 2017: 4932),,320344.0,
2018,X08,Mantenimiento urbano,PAVIMENTACIÓN CALZADAS BARRIOS EN DISTRITO CARABANCHEL. FASE I,,1001.77,1001.77
2018,X08,Mantenimiento urbano,IFS-MEJORA SEGURIDAD VIAL EN EL PAU DE CARABANCHEL Y SU ENTORNO,,627949.0,
2018,X10,Cultura,,,551475.19,451063.52
2018,X10,Cultura,"EDIFICIO ANEXO A LA BIBLIOTECA ""LA CHATA"". OBRAS DE ACONDICIONAMIENTO INTERIOR",,25366.65,25366.65
2018,X10,Cultura,IFS-CENTRO CULTURAL GARCÍA LORCA. PANELES FOTOVOLTAICOS Y REFORMA ELÉCTRICA (ID: 450),,20000.0,19965.1
2018,X10,Cultura,EQUIPAMIENTO CENTRO CULTURAL OPORTO,,12250.0,12149.61
2018,X10,Cultura,EQUIPAMIENTO CENTRO CULTURAL GARCÍA LORCA,,3500.0,3448.5
2018,X10,Cultura,"IFS-EDIFICIO ANEXO A LA BIBLIOTECA ""LA CHATA"". OBRAS DE ACONDICIONAMIENTO INTERIOR",,349975.84,349973.95
2018,X10,Cultura,FILMOTECA MUNICIPAL EN EL DISTRITO DE CARABANCHEL. ADQUISICIÓN DE EQUIPOS (ID: 2340),,100000.0,
2018,X10,Cultura,EQUIPAMIENTO CENTRO CULTURAL LA PRENSA,,2750.0,2527.01
2018,X10,Cultura,BIBLIOTECA PÚBLICA LA CHATA. SEÑALIZACIÓN,,12550.0,12550.0
2018,X10,Cultura,BIBLIOTECA PÚBLICA LA CHATA. ADOPCIÓN MEDIDAS DE SEGURIDAD,,25082.7,25082.7
2018,X11,"Deportes, juventud y esparcimiento",,,7780910.46,5557833.99
2018,X11,"Deportes, juventud y esparcimiento",IFS-CENTRO DEPORTIVO ANTIGUO CANÓDROMO. PANELES FOTOVOLTAICOS Y REFORMA ELÉCTRICA (ID: 450),,10000.0,9981.91
2018,X11,"Deportes, juventud y esparcimiento",IFS-CENTRO DEPORTIVO LAS CRUCES. ADAPTACIÓN CAMPO DE HOCKEY HIERBA,,1600000.0,
2018,X11,"Deportes, juventud y esparcimiento","CENTRO DEPORTIVO ""ANTIGUO CANÓDROMO"". SUBSANACIÓN DE PATOLOGÍAS",,7208.91,7208.91
2018,X11,"Deportes, juventud y esparcimiento",CENTRO DEPORTIVO LA MINA. TAQUILLAS Y TORNOS,,21584.0,21583.43
2018,X11,"Deportes, juventud y esparcimiento",IFS-CENTRO DEPORTIVO LA MINA. OBRAS DE REFORMA PABELLÓN DE SQUASH,,349991.68,340128.01
2018,X11,"Deportes, juventud y esparcimiento",INSTALACION DEPORTIVA BASICA VIA LUSITANA.ADECUACIÓN CESPED ARTIFICIAL(ID: 3410),,499041.0,486420.58
2018,X11,"Deportes, juventud y esparcimiento",CENTRO DEPORTIVO ANTIGUO CANÓDROMO CARABANCHEL. PATOLOGÍAS EN CUBIERTA Y ESTRUCTURA,,129990.0,129927.54
2018,X11,"Deportes, juventud y esparcimiento",IFS-CENTRO DEPORTIVO LA MINA. ADECUACIÓN ESPACIOS EXTERIORES Y ACCESIBILIDAD,,242000.0,241999.35
2018,X11,"Deportes, juventud y esparcimiento",CENTRO DEPORTIVO LA MINA. ADECUACIÓN ACCESIBILIDAD PISCINA CUBIERTA,,18497.63,18497.63
2018,X11,"Deportes, juventud y esparcimiento",CENTRO SOCIOCULTURAL OPORTO. ACONDICIONAMIENTO SALÓN DE ACTOS Y CUBIERTAS,,42349.86,42348.1
2018,X11,"Deportes, juventud y esparcimiento",IFS-CENTRO SOCIOCULTURAL OPORTO. ACONDICIONAMIENTO SALÓN DE ACTOS Y CUBIERTAS,,423498.6,423483.12
2018,X11,"Deportes, juventud y esparcimiento",IFS-CENTRO DEPORTIVO ANTIGUO CANÓDROMO CARABANCHEL. PATOLOGÍAS EN CUBIERTA Y ESTRUCTURA,,1300000.0,1299915.55
2018,X11,"Deportes, juventud y esparcimiento",IFS-INSTALACIÓN DEPORTIVA BÁSICA SAN MARTÍN DE PORRES. ADECUACIÓN CESPED ARTIFICIAL,,649795.45,49420.63
2018,X11,"Deportes, juventud y esparcimiento",EQUIPAMIENTO CENTRO JUVENIL CARABANCHEL ALTO,,1230.0,1230.0
2018,X11,"Deportes, juventud y esparcimiento",CENTRO DEPORTIVO ANTIGUO CANÓDROMO. CONSOLIDACIÓN SANEAMIENTO Y OTRAS,,685805.0,685770.9
2018,X11,"Deportes, juventud y esparcimiento",IFS-CENTRO DEPORTIVO LA MINA. SUBSANACIÓN PATOLOGÍAS VASOS DE PISCINA Y PLAYAS EXTERIORES,,1799918.33,1799918.33
2018,X01,Protección Civil y seguridad ciudadana,,,160000.0,
2018,X01,Protección Civil y seguridad ciudadana,IFS-UNIDAD INTEGRAL DE POLICÍA MUNICIPAL CARABANCHEL. ACONDICIONAMIENTO VESTUARIOS,,160000.0,
2018,X00,Inversiones de carácter general,,,965259.0,65258.58
2018,X00,Inversiones de carácter general,"IFS-EDIFICIO AV. CARABANCHEL ALTO, 52. SUBSANACIÓN DE PATOLOGÍAS",,900000.0,
2018,X00,Inversiones de carácter general,"EDIFICIO DOTACIONAL C/EDUARDO MORALES, 28. CONSTRUCCIÓN",,65259.0,65258.58
2018,X14,Sectores productivos,,,109024.05,105050.56
2018,X14,Sectores productivos,EQUIPAMIENTO VIVERO DE EMPRESAS DE CARABANCHEL,,66.0,59.0
2018,X14,Sectores productivos,VIVERO DE EMPRESAS DE CARABANCHEL. EQUIPOS PARA PROCESO DE DATOS,,46581.54,42615.05
2018,X14,Sectores productivos,VIVERO DE EMPRESAS DE CARABANCHEL. INSTALACIONES TÉCNICAS,,5684.71,5684.71
2018,X14,Sectores productivos,IFS-VIVERO DE EMPRESAS DE CARABANCHEL. INSTALACIÓN LÍNEA DE VIDA Y SUSTITUCIÓN VENTANALES,,56691.8,56691.8
2018,X06,Urbanismo,,,2528272.94,1246130.71
2018,X06,Urbanismo,"ADQUISICIÓN DE SUELO C/ VÍA LUSITANA, 21",,249654.65,249654.65
2018,X06,Urbanismo,"C/ ANTONIA LANCHA, 10. OBRAS ACCESORIAS DE URBANIZACIÓN",,41322.31,
2018,X06,Urbanismo,"ADQUISICIÓN DE SUELO C/ BANDERA, 26",,49000.0,48123.97
2018,X06,Urbanismo,"ADQUISICIÓN SUELO AV. CARABANCHEL ALTO, 52",,121699.04,121699.04
2018,X06,Urbanismo,IFS-PLAZA SETÚBAL. ACONDICIONAMIENTO ÁREA DE JUEGOS DE MAYORES,,50000.0,46408.72
2018,X06,Urbanismo,ADQUISICIÓN SUELO CAMINO DE LOS INGENIEROS C/V. C/JUAN ALONSO,,57250.0,57249.98
2018,X06,Urbanismo,ADQUISICIÓN DE SUELO C/ ANTONIO LÓPEZ,,644387.0,
2018,X06,Urbanismo,ADQUISICIÓN DE SUELO PARA CONEXIÓN CN-V Y CN-401. VIARIO,,92285.0,92284.06
2018,X06,Urbanismo,ADQUISICIÓN SUELO CAMINO ALTO DE SAN ISIDRO OESTE API 11.17,,74190.0,3531.93
2018,X06,Urbanismo,ADECUACIÓN VIALES Y ACCESIBILIDAD EN DISTRITO CARABANCHEL,,13923.34,13923.34
2018,X06,Urbanismo,"DESALOJO, APEO Y ACONDICIONAMIENTO DE EDIFICACIONES EN AV. CARABANCHEL ALTO, 52",,48923.63,48923.63
